accntnum,location,BLDG_DED,BLDG_LIMIT,CNT_DED,CNT_LIMIT,STATE,POSTCODE,COUNTRY,LON,LAT,BLDG_VALUE,CNT_VALUE,CONSTR_CODE,NUM_STORIES,YEAR_BUILT,foundationtype,BasementFinishType,FIRST_FLOOR_ELEV,BASE_FLOOD_ELEV,elev_ft
WA01047442,WA01047442,1500,200000,1500,50000,WA,98108,US,-122.319268,47.544359,200000,50000,1,1,1990,8,0,1,unknown,20.115082665
WA01047444,WA01047444,1500,200000,1500,50000,WA,98126,US,-122.369729,47.54436,200000,50000,1,1,1990,8,0,1,unknown,365.32543492
WA01047456,WA01047456,1500,200000,1500,50000,WA,98108,US,-122.304415,47.544366,200000,50000,1,1,1990,8,0,1,unknown,189.35890042
WA01047461,WA01047461,1500,200000,1500,50000,WA,98126,US,-122.375386,47.544369,200000,50000,1,1,1990,8,0,1,unknown,375.90135717
WA01047462,WA01047462,1500,200000,1500,50000,WA,98106,US,-122.36499,47.54437,200000,50000,1,1,1990,8,0,1,unknown,159.9268063
WA01047463,WA01047463,1500,200000,1500,50000,WA,98108,US,-122.320832,47.54437,200000,50000,1,1,1990,8,0,1,unknown,18.540062929
WA01047464,WA01047464,1500,200000,1500,50000,WA,98118,US,-122.283557,47.54437,200000,50000,1,1,1990,8,0,1,unknown,132.96073916
WA01047478,WA01047478,1500,200000,1500,50000,WA,98106,US,-122.362918,47.544376,200000,50000,1,1,1990,8,0,1,unknown,187.46833605
WA01047479,WA01047479,1500,200000,1500,50000,WA,98118,US,-122.281475,47.544376,200000,50000,1,1,1990,8,0,1,unknown,133.63485664
WA01047486,WA01047486,1500,200000,1500,50000,WA,98118,US,-122.282702,47.54438,200000,50000,1,1,1990,8,0,1,unknown,133.67735992
WA01047489,WA01047489,1500,200000,1500,50000,WA,98108,US,-122.320246,47.544381,200000,50000,1,1,1990,8,0,1,unknown,19.027812289
WA01047492,WA01047492,1500,200000,1500,50000,WA,98118,US,-122.283741,47.544383,200000,50000,1,1,1990,8,0,1,unknown,132.15802588
WA01047493,WA01047493,1500,200000,1500,50000,WA,98126,US,-122.369396,47.544384,200000,50000,1,1,1990,8,0,1,unknown,364.98273806
WA01047503,WA01047503,1500,200000,1500,50000,WA,98126,US,-122.374794,47.544394,200000,50000,1,1,1990,8,0,1,unknown,372.75540891
WA01047504,WA01047504,1500,200000,1500,50000,WA,98106,US,-122.357871,47.544394,200000,50000,1,1,1990,8,0,1,unknown,245.92750787
WA01047508,WA01047508,1500,200000,1500,50000,WA,98126,US,-122.374616,47.544398,200000,50000,1,1,1990,8,0,1,unknown,371.16187211
WA01047512,WA01047512,1500,200000,1500,50000,WA,98108,US,-122.301026,47.544401,200000,50000,1,1,1990,8,0,1,unknown,286.92268963
WA01047514,WA01047514,1500,200000,1500,50000,WA,98118,US,-122.282517,47.544402,200000,50000,1,1,1990,8,0,1,unknown,133.331146
WA01047520,WA01047520,1500,200000,1500,50000,WA,98106,US,-122.354552,47.544406,200000,50000,1,1,1990,8,0,1,unknown,282.81835879
WA01047521,WA01047521,1500,200000,1500,50000,WA,98118,US,-122.283863,47.544406,200000,50000,1,1,1990,8,0,1,unknown,131.98377391
WA01047523,WA01047523,1500,200000,1500,50000,WA,98106,US,-122.360004,47.544409,200000,50000,1,1,1990,8,0,1,unknown,259.49291185
WA01047524,WA01047524,1500,200000,1500,50000,WA,98118,US,-122.280242,47.544409,200000,50000,1,1,1990,8,0,1,unknown,133.22235991
WA01047528,WA01047528,1500,200000,1500,50000,WA,98118,US,-122.282316,47.544412,200000,50000,1,1,1990,8,0,1,unknown,133.3491939
WA01047529,WA01047529,1500,200000,1500,50000,WA,98118,US,-122.281936,47.544412,200000,50000,1,1,1990,8,0,1,unknown,133.39946621
WA01047533,WA01047533,1500,200000,1500,50000,WA,98106,US,-122.361675,47.544413,200000,50000,1,1,1990,8,0,1,unknown,194.74873655
WA01047534,WA01047534,1500,200000,1500,50000,WA,98118,US,-122.281703,47.544413,200000,50000,1,1,1990,8,0,1,unknown,133.83479103
WA01047535,WA01047535,1500,200000,1500,50000,WA,98118,US,-122.279563,47.544414,200000,50000,1,1,1990,8,0,1,unknown,137.08523076
WA01047537,WA01047537,1500,200000,1500,50000,WA,98118,US,-122.280593,47.544415,200000,50000,1,1,1990,8,0,1,unknown,132.56133626
WA01047541,WA01047541,1500,200000,1500,50000,WA,98118,US,-122.279355,47.544417,200000,50000,1,1,1990,8,0,1,unknown,147.83864646
WA01047545,WA01047545,1500,200000,1500,50000,WA,98118,US,-122.282968,47.544418,200000,50000,1,1,1990,8,0,1,unknown,133.4284918
WA01047546,WA01047546,1500,200000,1500,50000,WA,98108,US,-122.320597,47.544419,200000,50000,1,1,1990,8,0,1,unknown,18.695161359
WA01047547,WA01047547,1500,200000,1500,50000,WA,98108,US,-122.300315,47.544419,200000,50000,1,1,1990,8,0,1,unknown,300.40389085
WA01047548,WA01047548,1500,200000,1500,50000,WA,98118,US,-122.278835,47.544419,200000,50000,1,1,1990,8,0,1,unknown,150.21942738
WA01047550,WA01047550,1500,200000,1500,50000,WA,98106,US,-122.362434,47.54442,200000,50000,1,1,1990,8,0,1,unknown,189.92007826
WA01047554,WA01047554,1500,200000,1500,50000,WA,98108,US,-122.299394,47.544423,200000,50000,1,1,1990,8,0,1,unknown,303.11870721
WA01047555,WA01047555,1500,200000,1500,50000,WA,98118,US,-122.279024,47.544424,200000,50000,1,1,1990,8,0,1,unknown,151.04150418
WA01047558,WA01047558,1500,200000,1500,50000,WA,98108,US,-122.320414,47.544426,200000,50000,1,1,1990,8,0,1,unknown,18.791467137
WA01047559,WA01047559,1500,200000,1500,50000,WA,98118,US,-122.279706,47.544426,200000,50000,1,1,1990,8,0,1,unknown,134.84748791
WA01047562,WA01047562,1500,200000,1500,50000,WA,98118,US,-122.282112,47.544427,200000,50000,1,1,1990,8,0,1,unknown,133.34291109
WA01047576,WA01047576,1500,200000,1500,50000,WA,98118,US,-122.279967,47.544432,200000,50000,1,1,1990,8,0,1,unknown,134.02900363
WA01047583,WA01047583,1500,200000,1500,50000,WA,98118,US,-122.278566,47.544436,200000,50000,1,1,1990,8,0,1,unknown,148.2236596
WA01047585,WA01047585,1500,200000,1500,50000,WA,98118,US,-122.283117,47.544438,200000,50000,1,1,1990,8,0,1,unknown,133.35834088
WA01047592,WA01047592,1500,200000,1500,50000,WA,98126,US,-122.372822,47.544442,200000,50000,1,1,1990,8,0,1,unknown,361.64758047
WA01047596,WA01047596,1500,200000,1500,50000,WA,98108,US,-122.301485,47.544443,200000,50000,1,1,1990,8,0,1,unknown,278.11834879
WA01047601,WA01047601,1500,200000,1500,50000,WA,98126,US,-122.368957,47.544445,200000,50000,1,1,1990,8,0,1,unknown,361.07968019
WA01047602,WA01047602,1500,200000,1500,50000,WA,98108,US,-122.319649,47.544445,200000,50000,1,1,1990,8,0,1,unknown,19.678753911
WA01047603,WA01047603,1500,200000,1500,50000,WA,98108,US,-122.319027,47.544445,200000,50000,1,1,1990,8,0,1,unknown,20.347694221
WA01047604,WA01047604,1500,200000,1500,50000,WA,98106,US,-122.362039,47.544446,200000,50000,1,1,1990,8,0,1,unknown,192.50885459
WA01047607,WA01047607,1500,200000,1500,50000,WA,98106,US,-122.360732,47.544447,200000,50000,1,1,1990,8,0,1,unknown,226.83589965
WA01047608,WA01047608,1500,200000,1500,50000,WA,98108,US,-122.30081,47.544447,200000,50000,1,1,1990,8,0,1,unknown,292.66651199
WA01047611,WA01047611,1500,200000,1500,50000,WA,98108,US,-122.301666,47.544448,200000,50000,1,1,1990,8,0,1,unknown,275.58124898
WA01047614,WA01047614,1500,200000,1500,50000,WA,98118,US,-122.284159,47.544449,200000,50000,1,1,1990,8,0,1,unknown,131.57617219
WA01047618,WA01047618,1500,200000,1500,50000,WA,98118,US,-122.279159,47.54445,200000,50000,1,1,1990,8,0,1,unknown,150.82994249
WA01047619,WA01047619,1500,200000,1500,50000,WA,98118,US,-122.278349,47.54445,200000,50000,1,1,1990,8,0,1,unknown,146.70040824
WA01047625,WA01047625,1500,200000,1500,50000,WA,98126,US,-122.368896,47.544453,200000,50000,1,1,1990,8,0,1,unknown,359.82924052
WA01047626,WA01047626,1500,200000,1500,50000,WA,98118,US,-122.280425,47.544454,200000,50000,1,1,1990,8,0,1,unknown,132.8848074
WA01047634,WA01047634,1500,200000,1500,50000,WA,98108,US,-122.301876,47.54446,200000,50000,1,1,1990,8,0,1,unknown,271.96699689
WA01047635,WA01047635,1500,200000,1500,50000,WA,98118,US,-122.286359,47.54446,200000,50000,1,1,1990,8,0,1,unknown,130.23622136
WA01047646,WA01047646,1500,200000,1500,50000,WA,98126,US,-122.373018,47.544464,200000,50000,1,1,1990,8,0,1,unknown,362.71569402
WA01047647,WA01047647,1500,200000,1500,50000,WA,98126,US,-122.368826,47.544465,200000,50000,1,1,1990,8,0,1,unknown,359.82924052
WA01047648,WA01047648,1500,200000,1500,50000,WA,98118,US,-122.289395,47.544465,200000,50000,1,1,1990,8,0,1,unknown,242.75197299
WA01047650,WA01047650,1500,200000,1500,50000,WA,98126,US,-122.372942,47.544466,200000,50000,1,1,1990,8,0,1,unknown,361.84820056
WA01047656,WA01047656,1500,200000,1500,50000,WA,98126,US,-122.373412,47.544468,200000,50000,1,1,1990,8,0,1,unknown,364.61037912
WA01047657,WA01047657,1500,200000,1500,50000,WA,98126,US,-122.373334,47.544468,200000,50000,1,1,1990,8,0,1,unknown,364.35916848
WA01047662,WA01047662,1500,200000,1500,50000,WA,98108,US,-122.301252,47.544469,200000,50000,1,1,1990,8,0,1,unknown,283.36991392
WA01047663,WA01047663,1500,200000,1500,50000,WA,98118,US,-122.289647,47.544469,200000,50000,1,1,1990,8,0,1,unknown,251.38697983
WA01047667,WA01047667,1500,200000,1500,50000,WA,98126,US,-122.373548,47.54447,200000,50000,1,1,1990,8,0,1,unknown,364.31779381
WA01047673,WA01047673,1500,200000,1500,50000,WA,98126,US,-122.373229,47.544472,200000,50000,1,1,1990,8,0,1,unknown,363.91885023
WA01047674,WA01047674,1500,200000,1500,50000,WA,98106,US,-122.357463,47.544472,200000,50000,1,1,1990,8,0,1,unknown,264.61994941
WA01047677,WA01047677,1500,200000,1500,50000,WA,98118,US,-122.290675,47.544473,200000,50000,1,1,1990,8,0,1,unknown,253.60986704
WA01047679,WA01047679,1500,200000,1500,50000,WA,98126,US,-122.373151,47.544475,200000,50000,1,1,1990,8,0,1,unknown,363.39315467
WA01047680,WA01047680,1500,200000,1500,50000,WA,98108,US,-122.30208,47.544475,200000,50000,1,1,1990,8,0,1,unknown,267.58913258
WA01047683,WA01047683,1500,200000,1500,50000,WA,98118,US,-122.289058,47.544477,200000,50000,1,1,1990,8,0,1,unknown,231.20397721
WA01047685,WA01047685,1500,200000,1500,50000,WA,98118,US,-122.29001,47.544479,200000,50000,1,1,1990,8,0,1,unknown,253.81702256
WA01047687,WA01047687,1500,200000,1500,50000,WA,98108,US,-122.291787,47.54448,200000,50000,1,1,1990,8,0,1,unknown,250.42239318
WA01047697,WA01047697,1500,200000,1500,50000,WA,98126,US,-122.375597,47.544485,200000,50000,1,1,1990,8,0,1,unknown,376.64156717
WA01047699,WA01047699,1500,200000,1500,50000,WA,98126,US,-122.374607,47.544486,200000,50000,1,1,1990,8,0,1,unknown,370.38143574
WA01047700,WA01047700,1500,200000,1500,50000,WA,98126,US,-122.370852,47.544486,200000,50000,1,1,1990,8,0,1,unknown,351.64886624
WA01047701,WA01047701,1500,200000,1500,50000,WA,98108,US,-122.29344,47.544486,200000,50000,1,1,1990,8,0,1,unknown,258.61943741
WA01047708,WA01047708,1500,200000,1500,50000,WA,98126,US,-122.373985,47.54449,200000,50000,1,1,1990,8,0,1,unknown,364.30798082
WA01047709,WA01047709,1500,200000,1500,50000,WA,98106,US,-122.359347,47.54449,200000,50000,1,1,1990,8,0,1,unknown,258.65360408
WA01047714,WA01047714,1500,200000,1500,50000,WA,98126,US,-122.374061,47.544491,200000,50000,1,1,1990,8,0,1,unknown,365.1736731
WA01047717,WA01047717,1500,200000,1500,50000,WA,98126,US,-122.374296,47.544492,200000,50000,1,1,1990,8,0,1,unknown,367.89104196
WA01047718,WA01047718,1500,200000,1500,50000,WA,98126,US,-122.368707,47.544492,200000,50000,1,1,1990,8,0,1,unknown,357.94840056
WA01047725,WA01047725,1500,200000,1500,50000,WA,98126,US,-122.374211,47.544494,200000,50000,1,1,1990,8,0,1,unknown,367.21841398
WA01047726,WA01047726,1500,200000,1500,50000,WA,98108,US,-122.302467,47.544494,200000,50000,1,1,1990,8,0,1,unknown,259.49361395
WA01047730,WA01047730,1500,200000,1500,50000,WA,98118,US,-122.287159,47.544495,200000,50000,1,1,1990,8,0,1,unknown,136.68591317
WA01047734,WA01047734,1500,200000,1500,50000,WA,98126,US,-122.370778,47.544496,200000,50000,1,1,1990,8,0,1,unknown,351.7203295
WA01047735,WA01047735,1500,200000,1500,50000,WA,98108,US,-122.303836,47.544496,200000,50000,1,1,1990,8,0,1,unknown,207.66976058
WA01047736,WA01047736,1500,200000,1500,50000,WA,98118,US,-122.288701,47.544496,200000,50000,1,1,1990,8,0,1,unknown,223.39776634
WA01047743,WA01047743,1500,200000,1500,50000,WA,98108,US,-122.321364,47.5445,200000,50000,1,1,1990,8,0,1,unknown,17.569006468
WA01047744,WA01047744,1500,200000,1500,50000,WA,98126,US,-122.367853,47.544501,200000,50000,1,1,1990,8,0,1,unknown,350.83719299
WA01047745,WA01047745,1500,200000,1500,50000,WA,98118,US,-122.287724,47.544502,200000,50000,1,1,1990,8,0,1,unknown,164.33076969
WA01047750,WA01047750,1500,200000,1500,50000,WA,98126,US,-122.375387,47.544503,200000,50000,1,1,1990,8,0,1,unknown,375.53991031
WA01047751,WA01047751,1500,200000,1500,50000,WA,98126,US,-122.368644,47.544503,200000,50000,1,1,1990,8,0,1,unknown,357.94840056
WA01047756,WA01047756,1500,200000,1500,50000,WA,98126,US,-122.368578,47.544505,200000,50000,1,1,1990,8,0,1,unknown,357.05209476
WA01047759,WA01047759,1500,200000,1500,50000,WA,98126,US,-122.370717,47.544507,200000,50000,1,1,1990,8,0,1,unknown,351.94620877
WA01047760,WA01047760,1500,200000,1500,50000,WA,98106,US,-122.361711,47.544507,200000,50000,1,1,1990,8,0,1,unknown,194.07430739
WA01047775,WA01047775,1500,200000,1500,50000,WA,98126,US,-122.37063,47.544515,200000,50000,1,1,1990,8,0,1,unknown,352.43183214
WA01047776,WA01047776,1500,200000,1500,50000,WA,98108,US,-122.29442,47.544515,200000,50000,1,1,1990,8,0,1,unknown,263.24768559
WA01047777,WA01047777,1500,200000,1500,50000,WA,98108,US,-122.29398,47.544515,200000,50000,1,1,1990,8,0,1,unknown,260.85934562
WA01047779,WA01047779,1500,200000,1500,50000,WA,98108,US,-122.320259,47.544516,200000,50000,1,1,1990,8,0,1,unknown,19.021965832
WA01047789,WA01047789,1500,200000,1500,50000,WA,98126,US,-122.375595,47.54452,200000,50000,1,1,1990,8,0,1,unknown,376.64156717
WA01047793,WA01047793,1500,200000,1500,50000,WA,98108,US,-122.304424,47.544524,200000,50000,1,1,1990,8,0,1,unknown,191.32005205
WA01047795,WA01047795,1500,200000,1500,50000,WA,98126,US,-122.368462,47.544526,200000,50000,1,1,1990,8,0,1,unknown,356.31491298
WA01047803,WA01047803,1500,200000,1500,50000,WA,98118,US,-122.288375,47.544531,200000,50000,1,1,1990,8,0,1,unknown,215.33022999
WA01047806,WA01047806,1500,200000,1500,50000,WA,98126,US,-122.370513,47.544532,200000,50000,1,1,1990,8,0,1,unknown,353.13394503
WA01047807,WA01047807,1500,200000,1500,50000,WA,98118,US,-122.291173,47.544532,200000,50000,1,1,1990,8,0,1,unknown,250.95036892
WA01047823,WA01047823,1500,200000,1500,50000,WA,98108,US,-122.319614,47.544537,200000,50000,1,1,1990,8,0,1,unknown,19.675568215
WA01047834,WA01047834,1500,200000,1500,50000,WA,98108,US,-122.303435,47.544542,200000,50000,1,1,1990,8,0,1,unknown,229.20586691
WA01047836,WA01047836,1500,200000,1500,50000,WA,98106,US,-122.363947,47.544543,200000,50000,1,1,1990,8,0,1,unknown,155.36781993
WA01047837,WA01047837,1500,200000,1500,50000,WA,98106,US,-122.356907,47.544543,200000,50000,1,1,1990,8,0,1,unknown,266.13551705
WA01047840,WA01047840,1500,200000,1500,50000,WA,98126,US,-122.368357,47.544548,200000,50000,1,1,1990,8,0,1,unknown,354.76435518
WA01047848,WA01047848,1500,200000,1500,50000,WA,98108,US,-122.295509,47.544551,200000,50000,1,1,1990,8,0,1,unknown,272.30556646
WA01047849,WA01047849,1500,200000,1500,50000,WA,98126,US,-122.370428,47.544552,200000,50000,1,1,1990,8,0,1,unknown,354.06509335
WA01047851,WA01047851,1500,200000,1500,50000,WA,98108,US,-122.319044,47.544553,200000,50000,1,1,1990,8,0,1,unknown,20.227297235
WA01047856,WA01047856,1500,200000,1500,50000,WA,98126,US,-122.375592,47.544555,200000,50000,1,1,1990,8,0,1,unknown,376.39516624
WA01047865,WA01047865,1500,200000,1500,50000,WA,98108,US,-122.292166,47.544558,200000,50000,1,1,1990,8,0,1,unknown,251.88980137
WA01047871,WA01047871,1500,200000,1500,50000,WA,98126,US,-122.370363,47.54456,200000,50000,1,1,1990,8,0,1,unknown,355.25095297
WA01047885,WA01047885,1500,200000,1500,50000,WA,98106,US,-122.362895,47.544565,200000,50000,1,1,1990,8,0,1,unknown,187.25445809
WA01047891,WA01047891,1500,200000,1500,50000,WA,98126,US,-122.370308,47.544569,200000,50000,1,1,1990,8,0,1,unknown,355.25095297
WA01047892,WA01047892,1500,200000,1500,50000,WA,98108,US,-122.322174,47.544569,200000,50000,1,1,1990,8,0,1,unknown,16.355797767
WA01047895,WA01047895,1500,200000,1500,50000,WA,98106,US,-122.360858,47.544571,200000,50000,1,1,1990,8,0,1,unknown,211.24575151
WA01047898,WA01047898,1500,200000,1500,50000,WA,98108,US,-122.295,47.544572,200000,50000,1,1,1990,8,0,1,unknown,266.45573687
WA01047900,WA01047900,1500,200000,1500,50000,WA,98106,US,-122.35988,47.544573,200000,50000,1,1,1990,8,0,1,unknown,260.97210809
WA01047904,WA01047904,1500,200000,1500,50000,WA,98108,US,-122.295196,47.544575,200000,50000,1,1,1990,8,0,1,unknown,268.43752828
WA01047909,WA01047909,1500,200000,1500,50000,WA,98108,US,-122.300417,47.544578,200000,50000,1,1,1990,8,0,1,unknown,301.68116123
WA01047912,WA01047912,1500,200000,1500,50000,WA,98126,US,-122.367884,47.544579,200000,50000,1,1,1990,8,0,1,unknown,349.77310831
WA01047921,WA01047921,1500,200000,1500,50000,WA,98108,US,-122.320714,47.544584,200000,50000,1,1,1990,8,0,1,unknown,18.429839829
WA01047922,WA01047922,1500,200000,1500,50000,WA,98108,US,-122.296565,47.544584,200000,50000,1,1,1990,8,0,1,unknown,278.11066179
WA01047923,WA01047923,1500,200000,1500,50000,WA,98118,US,-122.286667,47.544585,200000,50000,1,1,1990,8,0,1,unknown,130.61462688
WA01047925,WA01047925,1500,200000,1500,50000,WA,98126,US,-122.37023,47.544586,200000,50000,1,1,1990,8,0,1,unknown,356.57373188
WA01047934,WA01047934,1500,200000,1500,50000,WA,98118,US,-122.28695,47.544589,200000,50000,1,1,1990,8,0,1,unknown,131.10429225
WA01047941,WA01047941,1500,200000,1500,50000,WA,98108,US,-122.296111,47.544598,200000,50000,1,1,1990,8,0,1,unknown,276.89992356
WA01047944,WA01047944,1500,200000,1500,50000,WA,98106,US,-122.354556,47.544599,200000,50000,1,1,1990,8,0,1,unknown,281.00970716
WA01047949,WA01047949,1500,200000,1500,50000,WA,98106,US,-122.362234,47.544602,200000,50000,1,1,1990,8,0,1,unknown,190.82973708
WA01047953,WA01047953,1500,200000,1500,50000,WA,98108,US,-122.321304,47.544604,200000,50000,1,1,1990,8,0,1,unknown,18.01521055
WA01047955,WA01047955,1500,200000,1500,50000,WA,98108,US,-122.321839,47.544605,200000,50000,1,1,1990,8,0,1,unknown,16.740102242
WA01047960,WA01047960,1500,200000,1500,50000,WA,98126,US,-122.369797,47.544607,200000,50000,1,1,1990,8,0,1,unknown,363.21165532
WA01047965,WA01047965,1500,200000,1500,50000,WA,98108,US,-122.320204,47.544611,200000,50000,1,1,1990,8,0,1,unknown,19.021388404
WA01047978,WA01047978,1500,200000,1500,50000,WA,98108,US,-122.302475,47.544621,200000,50000,1,1,1990,8,0,1,unknown,261.91176691
WA01047980,WA01047980,1500,200000,1500,50000,WA,98108,US,-122.319155,47.544622,200000,50000,1,1,1990,8,0,1,unknown,20.033110877
WA01047981,WA01047981,1500,200000,1500,50000,WA,98108,US,-122.291793,47.544622,200000,50000,1,1,1990,8,0,1,unknown,250.13869239
WA01048006,WA01048006,1500,200000,1500,50000,WA,98106,US,-122.357392,47.544637,200000,50000,1,1,1990,8,0,1,unknown,265.8770984
WA01048011,WA01048011,1500,200000,1500,50000,WA,98106,US,-122.361799,47.544639,200000,50000,1,1,1990,8,0,1,unknown,192.88501601
WA01048023,WA01048023,1500,200000,1500,50000,WA,98108,US,-122.319583,47.544644,200000,50000,1,1,1990,8,0,1,unknown,19.693101024
WA01048031,WA01048031,1500,200000,1500,50000,WA,98126,US,-122.369501,47.544648,200000,50000,1,1,1990,8,0,1,unknown,362.62135347
WA01048038,WA01048038,1500,200000,1500,50000,WA,98106,US,-122.356894,47.544653,200000,50000,1,1,1990,8,0,1,unknown,266.12690812
WA01048040,WA01048040,1500,200000,1500,50000,WA,98108,US,-122.297186,47.544654,200000,50000,1,1,1990,8,0,1,unknown,282.16495654
WA01048041,WA01048041,1500,200000,1500,50000,WA,98126,US,-122.369815,47.544657,200000,50000,1,1,1990,8,0,1,unknown,361.513089
WA01048043,WA01048043,1500,200000,1500,50000,WA,98126,US,-122.367699,47.544658,200000,50000,1,1,1990,8,0,1,unknown,348.44464698
WA01048044,WA01048044,1500,200000,1500,50000,WA,98108,US,-122.30106,47.544659,200000,50000,1,1,1990,8,0,1,unknown,292.86673509
WA01048046,WA01048046,1500,200000,1500,50000,WA,98108,US,-122.293976,47.54466,200000,50000,1,1,1990,8,0,1,unknown,261.55462779
WA01048050,WA01048050,1500,200000,1500,50000,WA,98108,US,-122.304369,47.544662,200000,50000,1,1,1990,8,0,1,unknown,197.7274932
WA01048054,WA01048054,1500,200000,1500,50000,WA,98126,US,-122.367905,47.544666,200000,50000,1,1,1990,8,0,1,unknown,351.26151715
WA01048056,WA01048056,1500,200000,1500,50000,WA,98126,US,-122.367574,47.544668,200000,50000,1,1,1990,8,0,1,unknown,346.41372172
WA01048057,WA01048057,1500,200000,1500,50000,WA,98108,US,-122.293437,47.544668,200000,50000,1,1,1990,8,0,1,unknown,259.07937837
WA01048059,WA01048059,1500,200000,1500,50000,WA,98108,US,-122.297692,47.544669,200000,50000,1,1,1990,8,0,1,unknown,287.15507481
WA01048063,WA01048063,1500,200000,1500,50000,WA,98108,US,-122.298001,47.544673,200000,50000,1,1,1990,8,0,1,unknown,293.32955335
WA01048064,WA01048064,1500,200000,1500,50000,WA,98108,US,-122.294418,47.544673,200000,50000,1,1,1990,8,0,1,unknown,264.23437525
WA01048065,WA01048065,1500,200000,1500,50000,WA,98108,US,-122.2982,47.544674,200000,50000,1,1,1990,8,0,1,unknown,296.10765055
WA01048068,WA01048068,1500,200000,1500,50000,WA,98118,US,-122.288347,47.544676,200000,50000,1,1,1990,8,0,1,unknown,206.46642721
WA01048070,WA01048070,1500,200000,1500,50000,WA,98106,US,-122.35937,47.544677,200000,50000,1,1,1990,8,0,1,unknown,259.4733646
WA01048085,WA01048085,1500,200000,1500,50000,WA,98108,US,-122.29846,47.544685,200000,50000,1,1,1990,8,0,1,unknown,299.14961915
WA01048099,WA01048099,1500,200000,1500,50000,WA,98108,US,-122.30041,47.544696,200000,50000,1,1,1990,8,0,1,unknown,302.29839878
WA01048100,WA01048100,1500,200000,1500,50000,WA,98108,US,-122.30197,47.544698,200000,50000,1,1,1990,8,0,1,unknown,273.43708224
WA01048102,WA01048102,1500,200000,1500,50000,WA,98126,US,-122.369516,47.544699,200000,50000,1,1,1990,8,0,1,unknown,362.62135347
WA01048103,WA01048103,1500,200000,1500,50000,WA,98126,US,-122.369807,47.544701,200000,50000,1,1,1990,8,0,1,unknown,361.513089
WA01048106,WA01048106,1500,200000,1500,50000,WA,98108,US,-122.299044,47.544703,200000,50000,1,1,1990,8,0,1,unknown,303.5448063
