accntnum,location,BLDG_DED,BLDG_LIMIT,CNT_DED,CNT_LIMIT,STATE,POSTCODE,COUNTRY,LON,LAT,BLDG_VALUE,CNT_VALUE,CONSTR_CODE,NUM_STORIES,YEAR_BUILT,foundationtype,BasementFinishType,FIRST_FLOOR_ELEV,BASE_FLOOD_ELEV,elev_ft
1-WA01047680,WA01047680,10000,250000,10000,100000,WA,98108,US,-122.30208,47.544475,1203524,457633,2,1,1980,6,0,7,unknown,267.58913258
1-WA01048851,WA01048851,2000,250000,1250,84354,WA,98126,US,-122.371043,47.545126,1058548,145020,2,3,1920,4,0,3,unknown,346.44370859
1-WA01047708,WA01047708,3000,250000,3000,100000,WA,98126,US,-122.373985,47.54449,1222544,353488,1,2,1913,6,0,7,unknown,364.30798082
1-WA01047714,WA01047714,0,0,2000,100000,WA,98126,US,-122.374061,47.544491,0,378518,2,3,1957,9,0,7,unknown,365.1736731
1-WA01047718,WA01047718,4000,177771,4000,100000,WA,98126,US,-122.368707,47.544492,251457,1119640,2,3,1906,4,0,3,unknown,357.94840056
1-WA01048869,WA01048869,5000,156703,1500,100000,WA,98126,US,-122.374576,47.545133,936110,628906,2,3,1982,8,0,2,unknown,366.14053665
1-WA01048877,WA01048877,1500,250000,1250,100000,WA,98118,US,-122.282604,47.545135,1083357,279100,2,2,1979,7,0,2,unknown,137.86576557
1-WA01047750,WA01047750,3000,250000,1500,20349,WA,98126,US,-122.375387,47.544503,1977890,44702,1,2,1920,6,0,4,unknown,375.53991031
1-WA01048947,WA01048947,2000,250000,1500,100000,WA,98108,US,-122.298784,47.545171,2092367,554005,2,3,1916,4,0,4,unknown,306.3186745
1-WA01048901,WA01048901,3000,87419,1000,100000,WA,98106,US,-122.363243,47.545143,208436,680070,1,2,2013,6,0,6,unknown,178.82062252
1-WA01047756,WA01047756,4000,129234,1500,100000,WA,98126,US,-122.368578,47.544505,453518,587001,2,3,1989,7,0,3,unknown,357.05209476
1-WA01048933,WA01048933,5000,250000,3000,100000,WA,98108,US,-122.29549,47.545159,1954571,797423,2,2,1960,4,0,3,unknown,281.70036006
1-WA01048941,WA01048941,2000,223793,2000,100000,WA,98106,US,-122.363369,47.545168,743355,406504,1,2,1993,7,0,7,unknown,173.8664721
1-WA01047776,WA01047776,1250,90583,1250,26242,WA,98108,US,-122.29442,47.544515,298344,52197,2,1,1993,7,0,2,unknown,263.24768559
1-WA01048949,WA01048949,3000,250000,3000,100000,WA,98126,US,-122.36996,47.545172,2088513,812585,1,2,1925,2,1,5,unknown,352.00816087
1-WA01047837,WA01047837,1250,250000,0,0,WA,98106,US,-122.356907,47.544543,2119871,0,1,2,1994,6,0,4,unknown,266.13551705
1-WA01047891,WA01047891,1500,61214,0,0,WA,98126,US,-122.370308,47.544569,114492,0,2,1,1956,9,0,7,unknown,355.25095297
1-WA01047849,WA01047849,2000,250000,0,0,WA,98126,US,-122.370428,47.544552,1061019,0,2,1,1948,7,0,2,unknown,354.06509335
1-WA01047865,WA01047865,5000,250000,2000,11820,WA,98108,US,-122.292166,47.544558,1796296,741768,1,1,1936,7,0,2,unknown,251.88980137
1-WA01047923,WA01047923,0,0,1000,100000,WA,98118,US,-122.286667,47.544585,0,1256400,1,1,1996,7,0,3,unknown,130.61462688
1-WA01047885,WA01047885,4000,250000,4000,100000,WA,98106,US,-122.362895,47.544565,1835904,1130837,1,3,1984,8,0,2,unknown,187.25445809
1-WA01047955,WA01047955,3000,250000,1500,100000,WA,98108,US,-122.321839,47.544605,1459363,710210,1,3,1919,7,0,6,unknown,16.740102242
1-WA01047949,WA01047949,4000,250000,1250,100000,WA,98106,US,-122.362234,47.544602,1927904,893538,1,2,1981,9,0,8,unknown,190.82973708
1-WA01048123,WA01048123,3000,250000,2000,100000,WA,98118,US,-122.281095,47.544714,577618,563272,2,2,1997,7,0,2,unknown,133.10504035
1-WA01047953,WA01047953,1250,250000,1250,100000,WA,98108,US,-122.321304,47.544604,1396172,237974,2,2,1907,9,0,8,unknown,18.01521055
1-WA01048041,WA01048041,3000,250000,2000,100000,WA,98126,US,-122.369815,47.544657,1874348,1197897,1,2,1965,7,0,6,unknown,361.513089
1-WA01048539,WA01048539,5000,250000,4000,44984,WA,98126,US,-122.370628,47.544958,1007868,82068,2,2,2016,7,0,3,unknown,348.97081825
1-WA01048057,WA01048057,1000,20972,1000,100000,WA,98108,US,-122.293437,47.544668,194709,167945,1,1,1916,2,1,3,unknown,259.07937837
1-WA01048085,WA01048085,3000,5620,1250,100000,WA,98108,US,-122.29846,47.544685,972224,904315,1,3,1949,9,0,7,unknown,299.14961915
1-WA01047358,WA01047358,4000,250000,1500,100000,WA,98108,US,-122.297891,47.544305,1801318,695897,1,1,1928,8,0,1,unknown,287.61942193
1-WA01048109,WA01048109,3000,74718,0,0,WA,98108,US,-122.299194,47.544704,183821,0,1,1,1979,7,0,6,unknown,304.66230962
1-WA01048125,WA01048125,4000,230540,3000,75583,WA,98108,US,-122.321273,47.544715,2053479,549106,1,2,1935,2,1,3,unknown,17.986181678
1-WA01048315,WA01048315,3000,250000,1250,100000,WA,98126,US,-122.370938,47.544828,1350683,221510,2,2,1996,8,0,1,unknown,347.87406953
1-WA01048227,WA01048227,3000,250000,1250,100000,WA,98118,US,-122.284506,47.544778,707944,191115,2,2,2015,2,1,5,unknown,131.5048336
1-WA01048193,WA01048193,1250,15881,1000,100000,WA,98108,US,-122.291796,47.544761,1035275,1097447,2,2,1935,8,0,0,unknown,249.63672715
1-WA01048205,WA01048205,1250,250000,1250,100000,WA,98118,US,-122.284059,47.544766,1008595,1272898,2,2,1958,2,1,5,unknown,133.4172254
1-WA01048217,WA01048217,4000,250000,2000,80930,WA,98118,US,-122.284212,47.544772,1420823,105451,2,2,1940,7,0,2,unknown,132.66778968
1-WA01047431,WA01047431,5000,250000,1250,58692,WA,98108,US,-122.303439,47.544353,1249678,121364,1,2,1975,4,0,4,unknown,227.06831107
1-WA01047420,WA01047420,1250,250000,1250,9103,WA,98108,US,-122.298957,47.54435,1947448,38172,1,1,1970,7,0,7,unknown,301.0580969
1-WA01048237,WA01048237,1500,250000,1500,13815,WA,98126,US,-122.369832,47.54479,1767936,614713,2,3,2007,4,0,4,unknown,358.79161253
1-WA01048249,WA01048249,5000,250000,1250,100000,WA,98108,US,-122.320695,47.544797,406158,952810,2,2,1991,7,0,2,unknown,18.435092453
1-WA01047430,WA01047430,1500,250000,0,0,WA,98108,US,-122.303859,47.544353,1535992,0,1,1,2000,6,0,7,unknown,202.71090544
1-WA01047442,WA01047442,5000,250000,0,0,WA,98108,US,-122.319268,47.544359,1073082,0,2,3,1906,6,0,7,unknown,20.115082665
1-WA01047444,WA01047444,1500,225786,1250,100000,WA,98126,US,-122.369729,47.54436,374822,544156,2,1,1995,8,0,2,unknown,365.32543492
1-WA01047463,WA01047463,2000,250000,1250,100000,WA,98108,US,-122.320832,47.54437,1111768,1037066,1,3,2007,2,1,3,unknown,18.540062929
1-WA01048301,WA01048301,5000,250000,1500,47804,WA,98126,US,-122.374505,47.544818,1881398,1057569,1,3,1906,2,1,4,unknown,367.49553013
1-WA01047456,WA01047456,1250,250000,1250,81605,WA,98108,US,-122.304415,47.544366,1500731,181349,1,3,1949,7,0,7,unknown,189.35890042
1-WA01048507,WA01048507,5000,250000,0,0,WA,98118,US,-122.280524,47.544942,2098452,0,2,2,1904,7,0,3,unknown,134.20209419
1-WA01048345,WA01048345,0,0,1000,100000,WA,98126,US,-122.36872,47.544849,0,524438,2,1,2000,8,0,2,unknown,352.81470289
1-WA01048357,WA01048357,2000,20061,1500,52634,WA,98108,US,-122.300455,47.54486,1714761,106347,2,3,1994,9,0,10,unknown,304.1842453
1-WA01048361,WA01048361,4000,250000,0,0,WA,98108,US,-122.30248,47.544863,1968418,0,2,1,1994,7,0,7,unknown,269.78891611
1-WA01047503,WA01047503,3000,250000,1250,78256,WA,98126,US,-122.374794,47.544394,731142,458769,2,3,1996,8,0,0,unknown,372.75540891
1-WA01048381,WA01048381,3000,34093,1500,100000,WA,98126,US,-122.369862,47.544872,186782,148097,2,1,1995,2,1,4,unknown,357.30285592
1-WA01047504,WA01047504,5000,250000,3000,47162,WA,98106,US,-122.357871,47.544394,328503,1064992,2,1,1958,7,0,7,unknown,245.92750787
1-WA01047512,WA01047512,1500,250000,1500,100000,WA,98108,US,-122.301026,47.544401,1443228,352716,2,2,1907,4,0,3,unknown,286.92268963
1-WA01048453,WA01048453,0,0,10000,43553,WA,98126,US,-122.369586,47.544913,0,367798,1,3,2003,4,0,4,unknown,359.24046425
1-WA01047534,WA01047534,5000,250000,5000,40335,WA,98118,US,-122.281703,47.544413,823461,558286,2,2,1907,9,0,7,unknown,133.83479103
1-WA01047546,WA01047546,5000,250000,0,0,WA,98108,US,-122.320597,47.544419,2017256,0,1,1,1984,8,0,1,unknown,18.695161359
1-WA01047559,WA01047559,1250,250000,1250,29943,WA,98118,US,-122.279706,47.544426,1374797,897688,2,3,1954,7,0,9,unknown,134.84748791
1-WA01047548,WA01047548,4000,250000,2000,59398,WA,98118,US,-122.278835,47.544419,1484024,149328,2,1,1992,8,0,1,unknown,150.21942738
1-WA01047554,WA01047554,2000,23603,0,0,WA,98108,US,-122.299394,47.544423,271094,0,1,2,1938,4,0,4,unknown,303.11870721
1-WA01047562,WA01047562,3000,250000,1500,100000,WA,98118,US,-122.282112,47.544427,1357218,696651,2,2,1942,7,0,1,unknown,133.34291109
1-WA01048553,WA01048553,0,0,1250,100000,WA,98126,US,-122.374585,47.544967,0,1186252,1,2,1947,8,0,2,unknown,366.78360426
1-WA01048683,WA01048683,2000,250000,1250,100000,WA,98106,US,-122.356365,47.545053,487048,686934,1,3,1923,7,0,6,unknown,264.80244942
1-WA01047607,WA01047607,5000,250000,2000,58473,WA,98106,US,-122.360732,47.544447,1994817,92464,1,3,1919,8,0,2,unknown,226.83589965
1-WA01048581,WA01048581,2000,250000,0,0,WA,98126,US,-122.367674,47.544984,623589,0,1,3,1940,7,0,7,unknown,347.75116926
1-WA01047608,WA01047608,5000,63084,2000,17191,WA,98108,US,-122.30081,47.544447,172089,179247,2,2,1908,8,0,0,unknown,292.66651199
1-WA01047614,WA01047614,5000,250000,0,0,WA,98118,US,-122.284159,47.544449,1776423,0,1,1,2004,7,0,8,unknown,131.57617219
1-WA01047626,WA01047626,2000,250000,2000,100000,WA,98118,US,-122.280425,47.544454,410331,181298,1,3,1968,4,0,2,unknown,132.8848074
1-WA01048671,WA01048671,1500,250000,1250,100000,WA,98108,US,-122.295557,47.545042,1366583,599555,2,2,1955,8,0,1,unknown,280.43187249
1-WA01048679,WA01048679,2000,250000,0,0,WA,98106,US,-122.359985,47.545047,664016,0,1,2,1991,7,0,3,unknown,260.16211134
1-WA01048661,WA01048661,2000,250000,1250,100000,WA,98108,US,-122.300492,47.545035,531002,744231,1,2,1913,7,0,7,unknown,304.9854822
1-WA01047667,WA01047667,0,0,2000,100000,WA,98126,US,-122.373548,47.54447,0,1025232,2,3,1985,2,1,4,unknown,364.31779381
1-WA01047657,WA01047657,1250,250000,1250,100000,WA,98126,US,-122.373334,47.544468,442581,257362,2,3,1934,7,0,8,unknown,364.35916848
1-WA01048686,WA01048686,4000,250000,0,0,WA,98118,US,-122.290071,47.545055,1574967,0,1,3,2013,7,0,8,unknown,236.8818186
1-WA01047683,WA01047683,1250,246839,1250,100000,WA,98118,US,-122.289058,47.544477,1107326,937818,1,2,1942,2,1,4,unknown,231.20397721
1-WA01047699,WA01047699,4000,17908,1250,100000,WA,98126,US,-122.374607,47.544486,1475122,1266163,1,3,2015,7,0,5,unknown,370.38143574
1-WA01047677,WA01047677,4000,250000,2000,100000,WA,98118,US,-122.290675,47.544473,1160910,1019846,1,3,1956,8,0,1,unknown,253.60986704
1-WA01048843,WA01048843,5000,250000,4000,100000,WA,98106,US,-122.362938,47.545122,1933319,1259102,1,2,1924,9,0,6,unknown,183.73297176
