accntnum,location,BLDG_DED,BLDG_LIMIT,CNT_DED,CNT_LIMIT,STATE,POSTCODE,COUNTRY,LON,LAT,BLDG_VALUE,CNT_VALUE,CONSTR_CODE,NUM_STORIES,YEAR_BUILT,foundationtype,BasementFinishType,FIRST_FLOOR_ELEV,BASE_FLOOD_ELEV,elev_ft
CO00766137,CO00766137,1500,200000,1500,50000,CO,80111,US,-104.882451,39.639421,200000,50000,1,1,1990,8,0,1,unknown,5613.0863082
CO00766140,CO00766140,1500,200000,1500,50000,CO,80237,US,-104.888754,39.639422,200000,50000,1,1,1990,8,0,1,unknown,5584.4162056
CO00766149,CO00766149,1500,200000,1500,50000,CO,80237,US,-104.889028,39.639426,200000,50000,1,1,1990,8,0,1,unknown,5579.0523997
CO00766161,CO00766161,1500,200000,1500,50000,CO,80237,US,-104.888225,39.63943,200000,50000,1,1,1990,8,0,1,unknown,5587.6970456
CO00766194,CO00766194,1500,200000,1500,50000,CO,80237,US,-104.88951,39.63945,200000,50000,1,1,1990,8,0,1,unknown,5572.2095746
CO00766198,CO00766198,1500,200000,1500,50000,CO,80237,US,-104.88928,39.639452,200000,50000,1,1,1990,8,0,1,unknown,5573.0718352
CO00766216,CO00766216,1500,200000,1500,50000,CO,80111,US,-104.883003,39.639459,200000,50000,1,1,1990,8,0,1,unknown,5614.0731258
CO00766255,CO00766255,1500,200000,1500,50000,CO,80237,US,-104.906874,39.639473,200000,50000,1,1,1990,8,0,1,unknown,5605.5001663
CO00766301,CO00766301,1500,200000,1500,50000,CO,80237,US,-104.906764,39.6395,200000,50000,1,1,1990,8,0,1,unknown,5604.987535
CO00766316,CO00766316,1500,200000,1500,50000,CO,80237,US,-104.892013,39.639505,200000,50000,1,1,1990,8,0,1,unknown,5556.081313
CO00766415,CO00766415,1500,200000,1500,50000,CO,80237,US,-104.892279,39.639547,200000,50000,1,1,1990,8,0,1,unknown,5554.2378451
CO00766451,CO00766451,1500,200000,1500,50000,CO,80237,US,-104.892581,39.63956,200000,50000,1,1,1990,8,0,1,unknown,5553.0820215
CO00766485,CO00766485,1500,200000,1500,50000,CO,80237,US,-104.906852,39.639569,200000,50000,1,1,1990,8,0,1,unknown,5603.224966
CO00766518,CO00766518,1500,200000,1500,50000,CO,80237,US,-104.886875,39.639585,200000,50000,1,1,1990,8,0,1,unknown,5601.8484699
CO00766530,CO00766530,1500,200000,1500,50000,CO,80237,US,-104.890976,39.63959,200000,50000,1,1,1990,8,0,1,unknown,5563.8640986
CO00766565,CO00766565,1500,200000,1500,50000,CO,80237,US,-104.90687,39.6396,200000,50000,1,1,1990,8,0,1,unknown,5603.1656944
CO00766583,CO00766583,1500,200000,1500,50000,CO,80237,US,-104.88789,39.639607,200000,50000,1,1,1990,8,0,1,unknown,5595.2231121
CO00766588,CO00766588,1500,200000,1500,50000,CO,80237,US,-104.889733,39.639608,200000,50000,1,1,1990,8,0,1,unknown,5574.8183871
CO00766637,CO00766637,1500,200000,1500,50000,CO,80237,US,-104.890421,39.639636,200000,50000,1,1,1990,8,0,1,unknown,5570.0204801
CO00766640,CO00766640,1500,200000,1500,50000,CO,80237,US,-104.891632,39.639637,200000,50000,1,1,1990,8,0,1,unknown,5561.202819
CO00766691,CO00766691,1500,200000,1500,50000,CO,80111,US,-104.88262,39.63966,200000,50000,1,1,1990,8,0,1,unknown,5611.7935162
CO00766696,CO00766696,1500,200000,1500,50000,CO,80237,US,-104.888191,39.639663,200000,50000,1,1,1990,8,0,1,unknown,5596.4550282
CO00766717,CO00766717,1500,200000,1500,50000,CO,80237,US,-104.888805,39.639677,200000,50000,1,1,1990,8,0,1,unknown,5585.1054543
CO00766778,CO00766778,1500,200000,1500,50000,CO,80237,US,-104.886639,39.639702,200000,50000,1,1,1990,8,0,1,unknown,5605.1405239
CO00766793,CO00766793,1500,200000,1500,50000,CO,80237,US,-104.906915,39.639707,200000,50000,1,1,1990,8,0,1,unknown,5601.4872265
CO00766832,CO00766832,1500,200000,1500,50000,CO,80237,US,-104.887615,39.639729,200000,50000,1,1,1990,8,0,1,unknown,5601.0478859
CO00766840,CO00766840,1500,200000,1500,50000,CO,80237,US,-104.906915,39.639734,200000,50000,1,1,1990,8,0,1,unknown,5601.7111012
CO00766871,CO00766871,1500,200000,1500,50000,CO,80237,US,-104.889089,39.639747,200000,50000,1,1,1990,8,0,1,unknown,5583.8871538
CO00766910,CO00766910,1500,200000,1500,50000,CO,80237,US,-104.890836,39.63977,200000,50000,1,1,1990,8,0,1,unknown,5569.0632983
CO00766958,CO00766958,1500,200000,1500,50000,CO,80237,US,-104.891468,39.639798,200000,50000,1,1,1990,8,0,1,unknown,5564.3815363
CO00766989,CO00766989,1500,200000,1500,50000,CO,80237,US,-104.892082,39.63981,200000,50000,1,1,1990,8,0,1,unknown,5554.5490262
CO00766998,CO00766998,1500,200000,1500,50000,CO,80237,US,-104.886411,39.639813,200000,50000,1,1,1990,8,0,1,unknown,5607.7140935
CO00767046,CO00767046,1500,200000,1500,50000,CO,80237,US,-104.88934,39.639834,200000,50000,1,1,1990,8,0,1,unknown,5585.8824097
CO00767053,CO00767053,1500,200000,1500,50000,CO,80237,US,-104.889692,39.639838,200000,50000,1,1,1990,8,0,1,unknown,5579.4981477
CO00767071,CO00767071,1500,200000,1500,50000,CO,80237,US,-104.906889,39.639844,200000,50000,1,1,1990,8,0,1,unknown,5600.8476399
CO00767079,CO00767079,1500,200000,1500,50000,CO,80237,US,-104.892373,39.639847,200000,50000,1,1,1990,8,0,1,unknown,5555.7116574
CO00767086,CO00767086,1500,200000,1500,50000,CO,80237,US,-104.890416,39.63985,200000,50000,1,1,1990,8,0,1,unknown,5576.2962053
CO00767104,CO00767104,1500,200000,1500,50000,CO,80237,US,-104.89266,39.639857,200000,50000,1,1,1990,8,0,1,unknown,5554.1449284
CO00767112,CO00767112,1500,200000,1500,50000,CO,80237,US,-104.906889,39.639861,200000,50000,1,1,1990,8,0,1,unknown,5600.8476399
CO00767130,CO00767130,1500,200000,1500,50000,CO,80237,US,-104.888257,39.639869,200000,50000,1,1,1990,8,0,1,unknown,5596.9708648
CO00767174,CO00767174,1500,200000,1500,50000,CO,80237,US,-104.891825,39.639893,200000,50000,1,1,1990,8,0,1,unknown,5562.2513132
CO00767187,CO00767187,1500,200000,1500,50000,CO,80237,US,-104.887763,39.639905,200000,50000,1,1,1990,8,0,1,unknown,5602.3927416
CO00767239,CO00767239,1500,200000,1500,50000,CO,80237,US,-104.886183,39.639922,200000,50000,1,1,1990,8,0,1,unknown,5615.0423188
CO00767248,CO00767248,1500,200000,1500,50000,CO,80111,US,-104.882815,39.639925,200000,50000,1,1,1990,8,0,1,unknown,5611.7382504
CO00767296,CO00767296,1500,200000,1500,50000,CO,80237,US,-104.90686,39.639946,200000,50000,1,1,1990,8,0,1,unknown,5598.0485912
CO00767347,CO00767347,1500,200000,1500,50000,CO,80237,US,-104.891356,39.639965,200000,50000,1,1,1990,8,0,1,unknown,5570.2303357
CO00767356,CO00767356,1500,200000,1500,50000,CO,80237,US,-104.906905,39.639971,200000,50000,1,1,1990,8,0,1,unknown,5598.309313
CO00767368,CO00767368,1500,200000,1500,50000,CO,80237,US,-104.890745,39.639976,200000,50000,1,1,1990,8,0,1,unknown,5571.1706934
CO00767391,CO00767391,1500,200000,1500,50000,CO,80237,US,-104.887191,39.639985,200000,50000,1,1,1990,8,0,1,unknown,5603.1981321
CO00767485,CO00767485,1500,200000,1500,50000,CO,80237,US,-104.889875,39.640021,200000,50000,1,1,1990,8,0,1,unknown,5581.507823
CO00767505,CO00767505,1500,200000,1500,50000,CO,80237,US,-104.885951,39.64003,200000,50000,1,1,1990,8,0,1,unknown,5618.3868366
CO00767528,CO00767528,1500,200000,1500,50000,CO,80237,US,-104.890208,39.640039,200000,50000,1,1,1990,8,0,1,unknown,5580.2042173
CO00767546,CO00767546,1500,200000,1500,50000,CO,80237,US,-104.888472,39.640049,200000,50000,1,1,1990,8,0,1,unknown,5597.7622395
CO00767557,CO00767557,1500,200000,1500,50000,CO,80237,US,-104.887922,39.640054,200000,50000,1,1,1990,8,0,1,unknown,5606.1497693
CO00767565,CO00767565,1500,200000,1500,50000,CO,80237,US,-104.88947,39.640057,200000,50000,1,1,1990,8,0,1,unknown,5589.3626953
CO00767623,CO00767623,1500,200000,1500,50000,CO,80237,US,-104.906908,39.640083,200000,50000,1,1,1990,8,0,1,unknown,5596.7606056
CO00767686,CO00767686,1500,200000,1500,50000,CO,80237,US,-104.906908,39.640111,200000,50000,1,1,1990,8,0,1,unknown,5596.4670459
CO00767696,CO00767696,1500,200000,1500,50000,CO,80237,US,-104.891728,39.640118,200000,50000,1,1,1990,8,0,1,unknown,5567.9483278
CO00767711,CO00767711,1500,200000,1500,50000,CO,80237,US,-104.88693,39.640126,200000,50000,1,1,1990,8,0,1,unknown,5608.6083947
CO00767735,CO00767735,1500,200000,1500,50000,CO,80237,US,-104.888709,39.640138,200000,50000,1,1,1990,8,0,1,unknown,5599.1519508
CO00767779,CO00767779,1500,200000,1500,50000,CO,80237,US,-104.890602,39.640162,200000,50000,1,1,1990,8,0,1,unknown,5576.1744567
CO00767781,CO00767781,1500,200000,1500,50000,CO,80237,US,-104.89134,39.640163,200000,50000,1,1,1990,8,0,1,unknown,5573.1246993
CO00767794,CO00767794,1500,200000,1500,50000,CO,80237,US,-104.885662,39.640172,200000,50000,1,1,1990,8,0,1,unknown,5623.1679227
CO00767803,CO00767803,1500,200000,1500,50000,CO,80237,US,-104.906865,39.640179,200000,50000,1,1,1990,8,0,1,unknown,5596.4670459
CO00767834,CO00767834,1500,200000,1500,50000,CO,80237,US,-104.888101,39.640193,200000,50000,1,1,1990,8,0,1,unknown,5609.5960128
CO00767947,CO00767947,1500,200000,1500,50000,CO,80237,US,-104.887398,39.640238,200000,50000,1,1,1990,8,0,1,unknown,5610.9428698
CO00767972,CO00767972,1500,200000,1500,50000,CO,80237,US,-104.886705,39.640251,200000,50000,1,1,1990,8,0,1,unknown,5613.1035294
CO00767981,CO00767981,1500,200000,1500,50000,CO,80237,US,-104.889376,39.640254,200000,50000,1,1,1990,8,0,1,unknown,5591.4080136
CO00767986,CO00767986,1500,200000,1500,50000,CO,80237,US,-104.906885,39.640256,200000,50000,1,1,1990,8,0,1,unknown,5594.8258221
CO00768007,CO00768007,1500,200000,1500,50000,CO,80237,US,-104.889834,39.64027,200000,50000,1,1,1990,8,0,1,unknown,5583.5563467
CO00768068,CO00768068,1500,200000,1500,50000,CO,80237,US,-104.892745,39.640299,200000,50000,1,1,1990,8,0,1,unknown,5554.9679435
CO00768101,CO00768101,1500,200000,1500,50000,CO,80237,US,-104.892447,39.640311,200000,50000,1,1,1990,8,0,1,unknown,5561.2540822
CO00768106,CO00768106,1500,200000,1500,50000,CO,80237,US,-104.89016,39.640313,200000,50000,1,1,1990,8,0,1,unknown,5585.5087516
CO00768144,CO00768144,1500,200000,1500,50000,CO,80237,US,-104.888832,39.640334,200000,50000,1,1,1990,8,0,1,unknown,5598.6321116
CO00768147,CO00768147,1500,200000,1500,50000,CO,80237,US,-104.888281,39.640339,200000,50000,1,1,1990,8,0,1,unknown,5610.8319348
CO00768174,CO00768174,1500,200000,1500,50000,CO,80237,US,-104.906838,39.640355,200000,50000,1,1,1990,8,0,1,unknown,5592.0211698
CO00768196,CO00768196,1500,200000,1500,50000,CO,80237,US,-104.89169,39.64037,200000,50000,1,1,1990,8,0,1,unknown,5569.9523961
CO00768199,CO00768199,1500,200000,1500,50000,CO,80237,US,-104.886488,39.640371,200000,50000,1,1,1990,8,0,1,unknown,5616.2898549
CO00768210,CO00768210,1500,200000,1500,50000,CO,80237,US,-104.889147,39.640376,200000,50000,1,1,1990,8,0,1,unknown,5595.8154415
CO00768230,CO00768230,1500,200000,1500,50000,CO,80237,US,-104.890592,39.640387,200000,50000,1,1,1990,8,0,1,unknown,5581.527449
CO00768272,CO00768272,1500,200000,1500,50000,CO,80237,US,-104.891349,39.640407,200000,50000,1,1,1990,8,0,1,unknown,5570.0825536
CO00768284,CO00768284,1500,200000,1500,50000,CO,80237,US,-104.889598,39.640412,200000,50000,1,1,1990,8,0,1,unknown,5590.6594932
CO00768293,CO00768293,1500,200000,1500,50000,CO,80237,US,-104.887155,39.640415,200000,50000,1,1,1990,8,0,1,unknown,5613.2821514
CO00768300,CO00768300,1500,200000,1500,50000,CO,80237,US,-104.885521,39.640418,200000,50000,1,1,1990,8,0,1,unknown,5624.2840973
CO00768307,CO00768307,1500,200000,1500,50000,CO,80237,US,-104.906895,39.640421,200000,50000,1,1,1990,8,0,1,unknown,5592.0463994
CO00768430,CO00768430,1500,200000,1500,50000,CO,80237,US,-104.886235,39.640482,200000,50000,1,1,1990,8,0,1,unknown,5622.8419221
CO00768457,CO00768457,1500,200000,1500,50000,CO,80237,US,-104.888457,39.640494,200000,50000,1,1,1990,8,0,1,unknown,5609.8787589
CO00768459,CO00768459,1500,200000,1500,50000,CO,80237,US,-104.906947,39.640495,200000,50000,1,1,1990,8,0,1,unknown,5588.6850607
CO00768517,CO00768517,1500,200000,1500,50000,CO,80237,US,-104.890325,39.64052,200000,50000,1,1,1990,8,0,1,unknown,5584.0701787
CO00768553,CO00768553,1500,200000,1500,50000,CO,80237,US,-104.891891,39.640531,200000,50000,1,1,1990,8,0,1,unknown,5568.0716775
CO00768561,CO00768561,1500,200000,1500,50000,CO,80237,US,-104.891124,39.640538,200000,50000,1,1,1990,8,0,1,unknown,5571.4490366
CO00768563,CO00768563,1500,200000,1500,50000,CO,80237,US,-104.906883,39.640539,200000,50000,1,1,1990,8,0,1,unknown,5588.6850607
CO00768576,CO00768576,1500,200000,1500,50000,CO,80237,US,-104.88774,39.640548,200000,50000,1,1,1990,8,0,1,unknown,5612.3670234
CO00768579,CO00768579,1500,200000,1500,50000,CO,80237,US,-104.892313,39.640549,200000,50000,1,1,1990,8,0,1,unknown,5562.9738001
CO00768606,CO00768606,1500,200000,1500,50000,CO,80237,US,-104.886941,39.640565,200000,50000,1,1,1990,8,0,1,unknown,5621.5307081
CO00768613,CO00768613,1500,200000,1500,50000,CO,80237,US,-104.892775,39.640568,200000,50000,1,1,1990,8,0,1,unknown,5559.1975499
CO00768616,CO00768616,1500,200000,1500,50000,CO,80237,US,-104.890772,39.640569,200000,50000,1,1,1990,8,0,1,unknown,5577.7728261
CO00768693,CO00768693,1500,200000,1500,50000,CO,80237,US,-104.888947,39.640606,200000,50000,1,1,1990,8,0,1,unknown,5600.5056188
CO00768736,CO00768736,1500,200000,1500,50000,CO,80237,US,-104.889554,39.640628,200000,50000,1,1,1990,8,0,1,unknown,5594.4870065
CO00768827,CO00768827,1500,200000,1500,50000,CO,80237,US,-104.885533,39.640668,200000,50000,1,1,1990,8,0,1,unknown,5628.5249209
CO00768872,CO00768872,1500,200000,1500,50000,CO,80237,US,-104.886169,39.640693,200000,50000,1,1,1990,8,0,1,unknown,5626.8897076
CO00768881,CO00768881,1500,200000,1500,50000,CO,80237,US,-104.887916,39.640697,200000,50000,1,1,1990,8,0,1,unknown,5612.2857242
CO00768883,CO00768883,1500,200000,1500,50000,CO,80237,US,-104.888633,39.640698,200000,50000,1,1,1990,8,0,1,unknown,5604.3699759
CO00768954,CO00768954,1500,200000,1500,50000,CO,80237,US,-104.88923,39.640726,200000,50000,1,1,1990,8,0,1,unknown,5598.7410453
CO00768958,CO00768958,1500,200000,1500,50000,CO,80237,US,-104.890263,39.640728,200000,50000,1,1,1990,8,0,1,unknown,5584.0509562
CO00768972,CO00768972,1500,200000,1500,50000,CO,80237,US,-104.886644,39.640734,200000,50000,1,1,1990,8,0,1,unknown,5624.9765514
CO00769071,CO00769071,1500,200000,1500,50000,CO,80237,US,-104.891516,39.640779,200000,50000,1,1,1990,8,0,1,unknown,5566.3035016
CO00769101,CO00769101,1500,200000,1500,50000,CO,80237,US,-104.891246,39.640788,200000,50000,1,1,1990,8,0,1,unknown,5570.2819991
CO00769111,CO00769111,1500,200000,1500,50000,CO,80237,US,-104.891786,39.640794,200000,50000,1,1,1990,8,0,1,unknown,5564.8344924
CO00769156,CO00769156,1500,200000,1500,50000,CO,80237,US,-104.887464,39.64081,200000,50000,1,1,1990,8,0,1,unknown,5624.0822502
CO00769164,CO00769164,1500,200000,1500,50000,CO,80237,US,-104.892052,39.640814,200000,50000,1,1,1990,8,0,1,unknown,5562.6461983
CO00769178,CO00769178,1500,200000,1500,50000,CO,80237,US,-104.890972,39.640822,200000,50000,1,1,1990,8,0,1,unknown,5573.0237774
CO00769205,CO00769205,1500,200000,1500,50000,CO,80237,US,-104.892318,39.640835,200000,50000,1,1,1990,8,0,1,unknown,5561.0738623
CO00769210,CO00769210,1500,200000,1500,50000,CO,80237,US,-104.889637,39.640837,200000,50000,1,1,1990,8,0,1,unknown,5592.4420884
CO00769213,CO00769213,1500,200000,1500,50000,CO,80237,US,-104.892868,39.640838,200000,50000,1,1,1990,8,0,1,unknown,5554.2827007
CO00769239,CO00769239,1500,200000,1500,50000,CO,80237,US,-104.892584,39.640847,200000,50000,1,1,1990,8,0,1,unknown,5555.8882749
CO00769262,CO00769262,1500,200000,1500,50000,CO,80237,US,-104.888081,39.640857,200000,50000,1,1,1990,8,0,1,unknown,5612.2805175
CO00769304,CO00769304,1500,200000,1500,50000,CO,80237,US,-104.885528,39.640879,200000,50000,1,1,1990,8,0,1,unknown,5630.352772
CO00769311,CO00769311,1500,200000,1500,50000,CO,80237,US,-104.890702,39.640881,200000,50000,1,1,1990,8,0,1,unknown,5576.9742401
CO00769322,CO00769322,1500,200000,1500,50000,CO,80237,US,-104.886188,39.640888,200000,50000,1,1,1990,8,0,1,unknown,5631.1697767
CO00769479,CO00769479,1500,200000,1500,50000,CO,80237,US,-104.905228,39.640953,200000,50000,1,1,1990,8,0,1,unknown,5592.3039191
CO00769488,CO00769488,1500,200000,1500,50000,CO,80237,US,-104.890438,39.640957,200000,50000,1,1,1990,8,0,1,unknown,5578.58863
CO00769506,CO00769506,1500,200000,1500,50000,CO,80237,US,-104.906489,39.640965,200000,50000,1,1,1990,8,0,1,unknown,5590.2698147
CO00769521,CO00769521,1500,200000,1500,50000,CO,80237,US,-104.905661,39.640972,200000,50000,1,1,1990,8,0,1,unknown,5590.4680562
CO00769545,CO00769545,1500,200000,1500,50000,CO,80237,US,-104.906918,39.640986,200000,50000,1,1,1990,8,0,1,unknown,5587.7094603
CO00769566,CO00769566,1500,200000,1500,50000,CO,80237,US,-104.889248,39.640997,200000,50000,1,1,1990,8,0,1,unknown,5597.8535518
CO00769575,CO00769575,1500,200000,1500,50000,CO,80237,US,-104.887693,39.641,200000,50000,1,1,1990,8,0,1,unknown,5625.2769221
CO00769577,CO00769577,1500,200000,1500,50000,CO,80237,US,-104.908346,39.641002,200000,50000,1,1,1990,8,0,1,unknown,5591.1641159
CO00769578,CO00769578,1500,200000,1500,50000,CO,80237,US,-104.89014,39.641002,200000,50000,1,1,1990,8,0,1,unknown,5584.2600114
CO00769587,CO00769587,1500,200000,1500,50000,CO,80237,US,-104.907973,39.641008,200000,50000,1,1,1990,8,0,1,unknown,5590.1476625
CO00769633,CO00769633,1500,200000,1500,50000,CO,80237,US,-104.908942,39.64103,200000,50000,1,1,1990,8,0,1,unknown,5592.5370064
CO00769649,CO00769649,1500,200000,1500,50000,CO,80237,US,-104.888254,39.641036,200000,50000,1,1,1990,8,0,1,unknown,5608.3116296
CO00769668,CO00769668,1500,200000,1500,50000,CO,80237,US,-104.886659,39.641044,200000,50000,1,1,1990,8,0,1,unknown,5628.7495961
CO00769686,CO00769686,1500,200000,1500,50000,CO,80237,US,-104.907557,39.641053,200000,50000,1,1,1990,8,0,1,unknown,5588.2889748
CO00769703,CO00769703,1500,200000,1500,50000,CO,80237,US,-104.889585,39.641062,200000,50000,1,1,1990,8,0,1,unknown,5590.5321376
CO00769766,CO00769766,1500,200000,1500,50000,CO,80237,US,-104.885526,39.641085,200000,50000,1,1,1990,8,0,1,unknown,5631.4845634
CO00769771,CO00769771,1500,200000,1500,50000,CO,80237,US,-104.90625,39.641087,200000,50000,1,1,1990,8,0,1,unknown,5590.5137124
CO00769774,CO00769774,1500,200000,1500,50000,CO,80237,US,-104.886183,39.641089,200000,50000,1,1,1990,8,0,1,unknown,5632.0144158
CO00769887,CO00769887,1500,200000,1500,50000,CO,80237,US,-104.887021,39.641142,200000,50000,1,1,1990,8,0,1,unknown,5629.5890319
CO00769898,CO00769898,1500,200000,1500,50000,CO,80237,US,-104.888541,39.641147,200000,50000,1,1,1990,8,0,1,unknown,5606.758516
CO00769991,CO00769991,1500,200000,1500,50000,CO,80237,US,-104.891448,39.64119,200000,50000,1,1,1990,8,0,1,unknown,5564.8953684
CO00770000,CO00770000,1500,200000,1500,50000,CO,80237,US,-104.904939,39.641193,200000,50000,1,1,1990,8,0,1,unknown,5593.894677
CO00770012,CO00770012,1500,200000,1500,50000,CO,80237,US,-104.900525,39.641198,200000,50000,1,1,1990,8,0,1,unknown,5581.6059463
CO00770023,CO00770023,1500,200000,1500,50000,CO,80237,US,-104.887869,39.641202,200000,50000,1,1,1990,8,0,1,unknown,5619.8722665
CO00770029,CO00770029,1500,200000,1500,50000,CO,80237,US,-104.90545,39.641204,200000,50000,1,1,1990,8,0,1,unknown,5590.005087
CO00770067,CO00770067,1500,200000,1500,50000,CO,80237,US,-104.89191,39.641217,200000,50000,1,1,1990,8,0,1,unknown,5562.7503256
CO00770123,CO00770123,1500,200000,1500,50000,CO,80237,US,-104.892907,39.641244,200000,50000,1,1,1990,8,0,1,unknown,5551.9902761
