accntnum,location,BLDG_DED,BLDG_LIMIT,CNT_DED,CNT_LIMIT,STATE,POSTCODE,COUNTRY,LON,LAT,BLDG_VALUE,CNT_VALUE,CONSTR_CODE,NUM_STORIES,YEAR_BUILT,foundationtype,BasementFinishType,FIRST_FLOOR_ELEV,BASE_FLOOD_ELEV,elev_ft
1-CO00766126,CO00766126,1250,144512,0,0,CO,80237,US,-104.891727,39.639415,1818067,0,1,3,1974,8,0,2,unknown,5556.2955781
1-CO00766194,CO00766194,3000,38899,1250,100000,CO,80237,US,-104.88951,39.63945,288671,1400407,1,3,2007,6,0,5,unknown,5572.2095746
1-CO00765403,CO00765403,1500,250000,1250,100000,CO,80237,US,-104.906913,39.639026,457644,497620,1,1,1983,2,1,4,unknown,5613.2400976
1-CO00765489,CO00765489,5000,250000,1250,100000,CO,80237,US,-104.892496,39.639079,1496617,508639,1,3,1972,8,0,2,unknown,5555.6916345
1-CO00766518,CO00766518,5000,43474,4000,100000,CO,80237,US,-104.886875,39.639585,87666,1323147,2,1,1976,2,1,3,unknown,5601.8484699
1-CO00766717,CO00766717,1500,70157,1000,100000,CO,80237,US,-104.888805,39.639677,79898,930558,2,3,1943,2,1,3,unknown,5585.1054543
1-CO00766840,CO00766840,4000,28178,4000,100000,CO,80237,US,-104.906915,39.639734,280748,1375359,2,1,1910,6,0,6,unknown,5601.7111012
1-CO00768606,CO00768606,2000,169596,2000,100000,CO,80237,US,-104.886941,39.640565,1218182,1164975,1,2,2007,7,0,2,unknown,5621.5307081
1-CO00768007,CO00768007,4000,181468,4000,100000,CO,80237,US,-104.889834,39.64027,2031310,500007,1,2,1904,7,0,6,unknown,5583.5563467
1-CO00768174,CO00768174,0,0,1000,30482,CO,80237,US,-104.906838,39.640355,0,43846,2,1,1921,6,0,6,unknown,5592.0211698
1-CO00768199,CO00768199,2000,108546,0,0,CO,80237,US,-104.886488,39.640371,1572281,0,2,3,1914,6,0,5,unknown,5616.2898549
1-CO00768210,CO00768210,3000,250000,3000,48846,CO,80237,US,-104.889147,39.640376,1691548,286223,1,3,1908,4,0,3,unknown,5595.8154415
1-CO00767174,CO00767174,4000,250000,1500,100000,CO,80237,US,-104.891825,39.639893,1061365,610341,1,2,1950,2,1,3,unknown,5562.2513132
1-CO00768144,CO00768144,4000,250000,2000,100000,CO,80237,US,-104.888832,39.640334,2037542,621609,1,1,1940,7,0,1,unknown,5598.6321116
1-CO00768272,CO00768272,5000,250000,1500,11987,CO,80237,US,-104.891349,39.640407,1352728,27677,1,3,1925,2,1,3,unknown,5570.0825536
1-CO00768579,CO00768579,3000,250000,1250,100000,CO,80237,US,-104.892313,39.640549,689102,1099658,1,1,1996,6,0,4,unknown,5562.9738001
1-CO00768883,CO00768883,2000,78075,2000,18839,CO,80237,US,-104.888633,39.640698,1483752,296787,1,2,1925,7,0,1,unknown,5604.3699759
1-CO00768736,CO00768736,4000,128018,3000,100000,CO,80237,US,-104.889554,39.640628,214398,768900,2,3,1928,2,1,3,unknown,5594.4870065
1-CO00768068,CO00768068,3000,250000,1250,100000,CO,80237,US,-104.892745,39.640299,1355735,882980,1,3,1955,2,1,5,unknown,5554.9679435
1-CO00768101,CO00768101,5000,126280,0,0,CO,80237,US,-104.892447,39.640311,1274033,0,1,3,1924,9,0,9,unknown,5561.2540822
1-CO00767528,CO00767528,4000,188908,3000,100000,CO,80237,US,-104.890208,39.640039,1364138,115592,1,1,1932,4,0,2,unknown,5580.2042173
1-CO00767546,CO00767546,4000,250000,2000,49680,CO,80237,US,-104.888472,39.640049,609503,670790,1,2,1935,9,0,9,unknown,5597.7622395
1-CO00767071,CO00767071,4000,35971,1250,45853,CO,80237,US,-104.906889,39.639844,300119,313063,2,3,1996,6,0,6,unknown,5600.8476399
1-CO00768293,CO00768293,1500,250000,1500,100000,CO,80237,US,-104.887155,39.640415,2053109,897019,1,2,1982,8,0,1,unknown,5613.2821514
1-CO00766910,CO00766910,1250,103257,1250,100000,CO,80237,US,-104.890836,39.63977,155151,336004,1,3,1947,9,0,9,unknown,5569.0632983
1-CO00767623,CO00767623,4000,250000,1500,100000,CO,80237,US,-104.906908,39.640083,939827,671813,2,2,1950,7,0,7,unknown,5596.7606056
1-CO00768459,CO00768459,3000,250000,0,0,CO,80237,US,-104.906947,39.640495,867128,0,2,2,1949,9,0,8,unknown,5588.6850607
1-CO00768457,CO00768457,5000,152543,5000,100000,CO,80237,US,-104.888457,39.640494,1015913,326877,2,1,1947,9,0,7,unknown,5609.8787589
1-CO00767711,CO00767711,1250,45974,0,0,CO,80237,US,-104.88693,39.640126,834163,0,2,3,1915,4,0,4,unknown,5608.6083947
1-CO00768517,CO00768517,5000,250000,5000,100000,CO,80237,US,-104.890325,39.64052,408432,1434932,2,3,1920,8,0,2,unknown,5584.0701787
1-CO00767104,CO00767104,4000,250000,4000,5853,CO,80237,US,-104.89266,39.639857,737094,8541,2,1,1959,8,0,1,unknown,5554.1449284
1-CO00767779,CO00767779,3000,250000,1250,100000,CO,80237,US,-104.890602,39.640162,1804010,125840,1,3,1972,7,0,1,unknown,5576.1744567
1-CO00767112,CO00767112,5000,250000,5000,100000,CO,80237,US,-104.906889,39.639861,1575471,1017955,2,3,1941,8,0,1,unknown,5600.8476399
1-CO00768613,CO00768613,3000,250000,1500,100000,CO,80237,US,-104.892775,39.640568,592111,1155627,1,3,1982,4,0,2,unknown,5559.1975499
1-CO00768693,CO00768693,3000,250000,0,0,CO,80237,US,-104.888947,39.640606,1820178,0,2,2,1952,4,0,4,unknown,5600.5056188
1-CO00767130,CO00767130,3000,250000,0,0,CO,80237,US,-104.888257,39.639869,1399315,0,1,3,1971,4,0,3,unknown,5596.9708648
1-CO00767834,CO00767834,4000,250000,1250,100000,CO,80237,US,-104.888101,39.640193,1858409,1259447,2,1,1942,9,0,7,unknown,5609.5960128
1-CO00768827,CO00768827,1250,250000,1250,100000,CO,80237,US,-104.885533,39.640668,992903,1423938,1,2,1930,4,0,2,unknown,5628.5249209
1-CO00767368,CO00767368,5000,250000,1250,100000,CO,80237,US,-104.890745,39.639976,1513511,571024,1,1,1929,2,1,5,unknown,5571.1706934
1-CO00766958,CO00766958,2000,250000,1500,100000,CO,80237,US,-104.891468,39.639798,1025285,173569,2,2,1953,6,0,8,unknown,5564.3815363
1-CO00767391,CO00767391,2000,250000,1250,61659,CO,80237,US,-104.887191,39.639985,816496,63912,1,3,1988,2,1,5,unknown,5603.1981321
1-CO00768881,CO00768881,0,0,1250,100000,CO,80237,US,-104.887916,39.640697,0,1166750,1,1,1978,8,0,2,unknown,5612.2857242
1-CO00767947,CO00767947,3000,250000,3000,83153,CO,80237,US,-104.887398,39.640238,1702233,214392,1,3,2015,2,1,5,unknown,5610.9428698
1-CO00767981,CO00767981,4000,13030,3000,100000,CO,80237,US,-104.889376,39.640254,122383,1340957,2,2,1966,9,0,9,unknown,5591.4080136
1-CO00769111,CO00769111,1500,250000,1500,30086,CO,80237,US,-104.891786,39.640794,1809357,1306416,1,1,2007,7,0,6,unknown,5564.8344924
1-CO00769164,CO00769164,3000,250000,2000,100000,CO,80237,US,-104.892052,39.640814,391041,1218834,2,3,1998,7,0,6,unknown,5562.6461983
1-CO00769178,CO00769178,0,0,4000,100000,CO,80237,US,-104.890972,39.640822,0,827204,1,1,1907,4,0,2,unknown,5573.0237774
1-CO00769210,CO00769210,5000,250000,1500,100000,CO,80237,US,-104.889637,39.640837,286520,1485303,1,3,1939,7,0,1,unknown,5592.4420884
1-CO00768563,CO00768563,10000,51893,10000,100000,CO,80237,US,-104.906883,39.640539,1665154,934362,1,1,1925,7,0,2,unknown,5588.6850607
1-CO00770521,CO00770521,1000,2481,1000,100000,CO,80237,US,-104.886788,39.641413,79650,1173021,1,1,1936,7,0,5,unknown,5635.5475688
1-CO00770457,CO00770457,3000,250000,2000,100000,CO,80237,US,-104.890548,39.641394,1231341,475409,1,1,2008,7,0,3,unknown,5577.3871503
1-CO00771025,CO00771025,5000,250000,1500,24273,CO,80237,US,-104.887378,39.641663,803654,69313,2,1,2013,7,0,8,unknown,5625.7591138
1-CO00771057,CO00771057,1000,49780,1000,63167,CO,80237,US,-104.90563,39.641677,1758988,173177,2,1,1962,8,0,0,unknown,5587.8676558
1-CO00769771,CO00769771,4000,123096,1250,100000,CO,80237,US,-104.90625,39.641087,776951,960699,1,2,2009,6,0,5,unknown,5590.5137124
1-CO00770461,CO00770461,4000,250000,1250,13853,CO,80237,US,-104.903126,39.641395,903253,119803,2,1,1922,7,0,1,unknown,5594.4509631
1-CO00770830,CO00770830,5000,250000,1500,59766,CO,80237,US,-104.904697,39.641571,1160645,79033,1,1,1930,7,0,6,unknown,5590.1969243
1-CO00770525,CO00770525,5000,250000,1250,100000,CO,80237,US,-104.898176,39.641414,1902718,605379,1,2,1907,7,0,2,unknown,5572.9769205
1-CO00770741,CO00770741,5000,250000,1250,100000,CO,80237,US,-104.902578,39.641522,1779255,1223940,2,2,1981,8,0,1,unknown,5592.9643325
1-CO00770012,CO00770012,2000,250000,2000,100000,CO,80237,US,-104.900525,39.641198,1575995,986165,1,1,1908,8,0,2,unknown,5581.6059463
1-CO00770997,CO00770997,4000,43731,1250,100000,CO,80237,US,-104.890322,39.641648,436256,1184925,1,1,1984,2,1,3,unknown,5584.3216879
1-CO00771077,CO00771077,1250,250000,0,0,CO,80237,US,-104.906887,39.641684,731974,0,1,2,1980,7,0,2,unknown,5585.7434399
1-CO00770196,CO00770196,4000,250000,1250,100000,CO,80237,US,-104.890858,39.641278,1866907,1459966,2,3,2014,9,0,7,unknown,5571.4794762
1-CO00771157,CO00771157,4000,250000,2000,100000,CO,80237,US,-104.902576,39.641725,1903228,1437284,1,2,1918,2,1,4,unknown,5591.5898377
1-CO00771165,CO00771165,1500,46593,1000,72068,CO,80237,US,-104.908925,39.641727,314678,1186275,2,2,2006,6,0,8,unknown,5588.3462451
1-CO00770212,CO00770212,1250,250000,1250,57992,CO,80237,US,-104.88615,39.641286,921781,750706,1,1,1950,7,0,3,unknown,5633.4898325
1-CO00771237,CO00771237,2000,218769,0,0,CO,80237,US,-104.899749,39.641749,1337645,0,1,2,1914,9,0,9,unknown,5577.3999652
1-CO00770252,CO00770252,2000,200290,0,0,CO,80237,US,-104.904657,39.641307,1386385,0,1,1,1962,7,0,2,unknown,5592.3936271
1-CO00771308,CO00771308,5000,250000,1500,100000,CO,80237,US,-104.88845,39.641776,915845,268557,1,3,1979,4,0,4,unknown,5605.0864589
1-CO00770298,CO00770298,5000,250000,1500,100000,CO,80237,US,-104.899362,39.641327,451897,1262815,1,1,1927,7,0,6,unknown,5574.8676456
1-CO00771420,CO00771420,1500,250000,1250,100000,CO,80237,US,-104.886138,39.641841,1299519,717540,2,2,1910,4,0,2,unknown,5633.8795143
1-CO00769521,CO00769521,1500,250000,1250,100000,CO,80237,US,-104.905661,39.640972,2063199,332798,1,3,1974,6,0,7,unknown,5590.4680562
1-CO00770666,CO00770666,10000,250000,10000,100000,CO,80237,US,-104.892564,39.641479,2066835,1176378,1,2,1918,7,0,8,unknown,5559.0225368
1-CO00770715,CO00770715,4000,250000,4000,100000,CO,80237,US,-104.907099,39.641501,796164,563017,2,3,1926,7,0,2,unknown,5586.6585679
1-CO00770783,CO00770783,10000,250000,10000,100000,CO,80237,US,-104.899751,39.641543,796589,904047,1,1,1994,7,0,2,unknown,5577.3531083
1-CO00770815,CO00770815,3000,250000,1250,81023,CO,80237,US,-104.88843,39.641561,1400149,381081,2,3,1915,8,0,2,unknown,5606.7625219
1-CO00770970,CO00770970,4000,250000,4000,100000,CO,80237,US,-104.910592,39.641634,1578311,1342171,2,1,1944,6,0,6,unknown,5596.2471738
1-CO00771007,CO00771007,5000,164065,2000,100000,CO,80237,US,-104.89866,39.641653,485734,872039,1,1,1949,2,1,5,unknown,5573.7326488
1-CO00771043,CO00771043,1250,14430,1000,100000,CO,80237,US,-104.906117,39.641671,63581,974175,1,2,1908,7,0,9,unknown,5585.6741551
1-CO00771211,CO00771211,5000,195381,1250,22315,CO,80237,US,-104.89263,39.641742,263182,88458,2,2,2009,6,0,7,unknown,5560.271674
1-CO00770302,CO00770302,4000,250000,3000,100000,CO,80237,US,-104.900705,39.641328,1393372,566571,2,3,1955,7,0,5,unknown,5584.584411
1-CO00770257,CO00770257,3000,130669,1250,100000,CO,80237,US,-104.902576,39.641308,455331,341643,1,3,1991,6,0,4,unknown,5593.8285944
1-CO00770305,CO00770305,2000,250000,1250,100000,CO,80237,US,-104.899749,39.641329,1857050,707972,1,2,1912,7,0,8,unknown,5579.2894928
1-CO00770311,CO00770311,3000,250000,3000,100000,CO,80237,US,-104.901273,39.641331,1801788,403323,1,3,1934,9,0,7,unknown,5587.1287451
1-CO00769506,CO00769506,3000,250000,0,0,CO,80237,US,-104.906489,39.640965,749655,0,1,1,1954,4,0,3,unknown,5590.2698147
1-CO00770327,CO00770327,5000,250000,0,0,CO,80237,US,-104.889047,39.641337,1978748,0,1,2,1935,9,0,7,unknown,5598.9725282
1-CO00771440,CO00771440,1500,250000,1250,100000,CO,80237,US,-104.905906,39.641852,696520,1268863,2,3,2012,7,0,6,unknown,5585.6036663
1-CO00770393,CO00770393,4000,250000,2000,100000,CO,80237,US,-104.904106,39.641365,1530624,431523,1,2,1983,4,0,3,unknown,5593.4341094
1-CO00769304,CO00769304,5000,57712,1000,6001,CO,80237,US,-104.885528,39.640879,1132947,69642,2,2,1963,7,0,1,unknown,5630.352772
1-CO00770464,CO00770464,1250,250000,1250,100000,CO,80237,US,-104.891503,39.641396,1821572,914146,2,3,1918,7,0,3,unknown,5567.9563363
1-CO00769566,CO00769566,4000,233407,1250,100000,CO,80237,US,-104.889248,39.640997,301476,972505,1,3,1978,7,0,2,unknown,5597.8535518
1-CO00769545,CO00769545,5000,40256,1000,100000,CO,80237,US,-104.906918,39.640986,525873,991551,2,1,1981,7,0,1,unknown,5587.7094603
1-CO00770598,CO00770598,5000,250000,5000,26135,CO,80237,US,-104.897913,39.641451,2063502,1221948,1,1,1912,9,0,10,unknown,5570.8134558
1-CO00769578,CO00769578,5000,124131,0,0,CO,80237,US,-104.89014,39.641002,1125551,0,2,1,1921,6,0,6,unknown,5584.2600114
1-CO00770616,CO00770616,4000,250000,1250,26482,CO,80237,US,-104.90375,39.641456,2023444,71829,1,3,1960,7,0,6,unknown,5594.310389
1-CO00769577,CO00769577,5000,250000,1250,100000,CO,80237,US,-104.908346,39.641002,1076618,498688,1,2,1984,8,0,0,unknown,5591.1641159
1-CO00770694,CO00770694,1250,163031,1250,100000,CO,80237,US,-104.889393,39.64149,297260,1415745,2,2,1980,7,0,2,unknown,5594.6528103
1-CO00770684,CO00770684,5000,154249,1250,23561,CO,80237,US,-104.906342,39.641486,388432,452972,1,1,1990,2,1,3,unknown,5586.6733842
1-CO00769322,CO00769322,4000,250000,3000,100000,CO,80237,US,-104.886188,39.640888,1834803,341866,1,1,1917,6,0,5,unknown,5631.1697767
1-CO00770688,CO00770688,1500,250000,1250,2250,CO,80237,US,-104.88967,39.641488,1136430,117062,1,1,1912,4,0,4,unknown,5592.5049657
1-CO00770756,CO00770756,4000,250000,3000,63216,CO,80237,US,-104.910901,39.641531,1042330,281372,1,1,1924,6,0,7,unknown,5599.1699725
1-CO00770768,CO00770768,5000,250000,1250,100000,CO,80237,US,-104.898892,39.641536,1382250,619039,2,3,1902,2,1,4,unknown,5572.3821862
1-CO00770788,CO00770788,5000,250000,3000,100000,CO,80237,US,-104.901275,39.641545,1918496,775587,2,3,1961,7,0,8,unknown,5585.9456873
1-CO00769633,CO00769633,3000,250000,0,0,CO,80237,US,-104.908942,39.64103,1340526,0,1,3,1909,9,0,10,unknown,5592.5370064
1-CO00770896,CO00770896,2000,250000,1500,100000,CO,80237,US,-104.905024,39.641605,2039274,1056990,1,2,2011,7,0,7,unknown,5588.9417766
1-CO00769649,CO00769649,3000,250000,1250,100000,CO,80237,US,-104.888254,39.641036,1721989,788433,1,2,1932,6,0,7,unknown,5608.3116296
1-CO00770982,CO00770982,1250,250000,1250,100000,CO,80237,US,-104.908344,39.641641,1100477,326019,1,1,1949,9,0,10,unknown,5588.3782825
1-CO00771012,CO00771012,4000,250000,1250,100000,CO,80237,US,-104.887993,39.641655,1247170,591681,2,3,1974,8,0,1,unknown,5614.4507899
1-CO00770123,CO00770123,4000,250000,1500,100000,CO,80237,US,-104.892907,39.641244,2080059,1294880,2,1,1931,4,0,2,unknown,5551.9902761
1-CO00771060,CO00771060,1500,250000,1250,100000,CO,80237,US,-104.891817,39.641678,1074580,958014,2,3,1938,7,0,7,unknown,5570.7886231
1-CO00770149,CO00770149,2000,69339,2000,100000,CO,80237,US,-104.89252,39.641259,69775,1391199,1,1,1929,9,0,8,unknown,5556.1205617
1-CO00770206,CO00770206,5000,250000,5000,80065,CO,80237,US,-104.885521,39.641283,1845116,121154,1,3,1978,9,0,8,unknown,5632.3344125
1-CO00769703,CO00769703,2000,250000,1250,61477,CO,80237,US,-104.889585,39.641062,1750236,202706,1,1,1998,8,0,2,unknown,5590.5321376
1-CO00770203,CO00770203,0,0,3000,100000,CO,80237,US,-104.887211,39.641281,0,507568,2,2,2012,4,0,2,unknown,5629.1661086
1-CO00769774,CO00769774,2000,250000,1500,100000,CO,80237,US,-104.886183,39.641089,1903447,830020,2,3,1961,4,0,2,unknown,5632.0144158
1-CO00771240,CO00771240,3000,250000,3000,100000,CO,80237,US,-104.90166,39.64175,1184335,1046258,1,3,2007,8,0,0,unknown,5588.7743718
1-CO00770235,CO00770235,4000,250000,0,0,CO,80237,US,-104.906078,39.641298,1385865,0,2,1,1930,8,0,2,unknown,5589.8541028
1-CO00771454,CO00771454,1250,250000,1250,100000,CO,80237,US,-104.885509,39.641859,2026556,434625,1,1,1960,9,0,9,unknown,5632.5150326
1-CO00770292,CO00770292,2000,250000,2000,100000,CO,80237,US,-104.907917,39.641321,1915654,1320285,2,2,2005,2,1,5,unknown,5589.0911631
1-CO00771386,CO00771386,5000,250000,1250,43463,CO,80237,US,-104.892,39.641822,1448550,94606,1,2,1941,7,0,2,unknown,5571.693738
1-CO00770308,CO00770308,4000,250000,1500,61040,CO,80237,US,-104.90166,39.64133,378023,763026,1,3,1910,8,0,0,unknown,5590.798463
1-CO00771417,CO00771417,1250,250000,1250,18287,CO,80237,US,-104.89237,39.64184,1822781,987635,1,2,1982,4,0,2,unknown,5564.8745416
1-CO00771419,CO00771419,5000,250000,1250,100000,CO,80237,US,-104.893041,39.641841,380368,924073,2,3,1901,6,0,7,unknown,5556.9323629
1-CO00771466,CO00771466,5000,94818,1500,100000,CO,80237,US,-104.905426,39.641866,1033832,1423071,2,2,1950,7,0,1,unknown,5587.1583809
1-CO00771453,CO00771453,1250,231605,1250,100000,CO,80237,US,-104.898257,39.641859,839887,1397364,2,2,1901,9,0,8,unknown,5566.7884983
1-CO00771554,CO00771554,4000,250000,4000,100000,CO,80237,US,-104.907205,39.641905,907337,672028,1,1,1989,4,0,4,unknown,5585.1435022
1-CO00769262,CO00769262,5000,250000,1500,100000,CO,80237,US,-104.888081,39.640857,2007618,437548,2,2,1944,7,0,2,unknown,5612.2805175
1-CO00773268,CO00773268,0,0,2000,100000,CO,80237,US,-104.886591,39.642809,0,688206,1,3,2016,7,0,1,unknown,5621.0761477
1-CO00773197,CO00773197,2000,250000,1250,100000,CO,80237,US,-104.90902,39.64277,1762324,1264093,2,2,1925,9,0,8,unknown,5583.7638007
1-CO00771777,CO00771777,5000,122631,1250,100000,CO,80237,US,-104.908525,39.642008,326818,613700,1,2,1913,4,0,4,unknown,5586.047413
1-CO00772419,CO00772419,5000,117221,5000,100000,CO,80237,US,-104.906654,39.642371,339119,1455877,1,1,1945,8,0,2,unknown,5580.1934069
1-CO00773572,CO00773572,5000,250000,3000,100000,CO,80237,US,-104.908776,39.64297,1375840,623181,2,1,2009,6,0,5,unknown,5581.9643847
1-CO00772701,CO00772701,2000,250000,2000,100000,CO,80237,US,-104.907349,39.642507,756459,1263084,2,2,1979,6,0,7,unknown,5581.0176195
1-CO00772764,CO00772764,1500,250000,1250,2250,CO,80237,US,-104.905939,39.642538,1292759,23838,2,1,1905,7,0,3,unknown,5584.6388795
1-CO00772956,CO00772956,0,0,1500,75965,CO,80237,US,-104.911212,39.64265,0,286245,2,2,1932,9,0,9,unknown,5592.2915044
1-CO00771665,CO00771665,1250,116165,1250,100000,CO,80237,US,-104.900316,39.641952,793251,1173109,2,1,1944,4,0,2,unknown,5576.5837611
1-CO00772427,CO00772427,5000,250000,1500,77612,CO,80237,US,-104.888224,39.642376,704011,239172,2,3,2016,4,0,2,unknown,5602.2021051
1-CO00771617,CO00771617,4000,250000,4000,79516,CO,80237,US,-104.886758,39.641937,1260809,1333611,2,1,2017,9,0,9,unknown,5635.4626639
1-CO00773617,CO00773617,1250,250000,1250,27441,CO,80237,US,-104.910293,39.642994,1035677,179553,1,1,1942,4,0,2,unknown,5585.4779117
1-CO00772571,CO00772571,3000,250000,3000,100000,CO,80237,US,-104.910734,39.642444,1351878,1160779,2,3,2002,8,0,0,unknown,5592.0636238
1-CO00773745,CO00773745,3000,239011,0,0,CO,80237,US,-104.888442,39.64308,1611579,0,1,3,1955,6,0,7,unknown,5594.4277348
1-CO00772832,CO00772832,3000,55022,0,0,CO,80237,US,-104.900705,39.642575,314886,0,2,1,1908,2,1,4,unknown,5583.2475671
1-CO00772848,CO00772848,0,0,5000,100000,CO,80237,US,-104.89742,39.642583,0,1206211,2,1,1940,4,0,3,unknown,5561.0834719
1-CO00772944,CO00772944,0,0,1250,100000,CO,80237,US,-104.890157,39.642641,0,1019250,2,3,1986,6,0,5,unknown,5573.9581278
1-CO00773144,CO00773144,4000,250000,4000,31885,CO,80237,US,-104.903459,39.642745,1582823,653884,2,2,1933,7,0,8,unknown,5588.1271736
1-CO00773280,CO00773280,4000,250000,2000,100000,CO,80237,US,-104.897919,39.642816,1431228,515565,2,2,1993,6,0,6,unknown,5564.7011295
1-CO00772487,CO00772487,1500,93857,1000,100000,CO,80237,US,-104.905383,39.642403,96887,1192734,2,1,1980,9,0,8,unknown,5585.1771407
1-CO00773608,CO00773608,2000,250000,1250,86831,CO,80237,US,-104.90166,39.642991,877976,1290455,2,3,1908,8,0,0,unknown,5586.2188238
1-CO00771838,CO00771838,2000,250000,0,0,CO,80237,US,-104.91046,39.642034,1650707,0,1,3,1964,2,1,5,unknown,5593.2510845
1-CO00771850,CO00771850,3000,204454,1500,100000,CO,80237,US,-104.886132,39.642041,256922,622295,2,2,1973,6,0,6,unknown,5633.4285595
1-CO00771711,CO00771711,4000,250000,1500,100000,CO,80237,US,-104.906541,39.641976,1548754,393589,1,3,1901,9,0,8,unknown,5584.7822555
1-CO00772794,CO00772794,5000,250000,2000,100000,CO,80237,US,-104.906458,39.642557,1335068,1220129,1,1,1901,7,0,7,unknown,5579.4460841
1-CO00772834,CO00772834,4000,5000,1500,93946,CO,80237,US,-104.899749,39.642575,425871,332645,2,1,1947,4,0,2,unknown,5575.5789219
1-CO00772838,CO00772838,10000,250000,10000,53564,CO,80237,US,-104.904852,39.642576,1798769,140315,1,3,1973,9,0,7,unknown,5587.2957497
1-CO00772842,CO00772842,4000,250000,1250,100000,CO,80237,US,-104.899334,39.642579,578555,1214471,1,2,1988,2,1,5,unknown,5572.0177374
